2025-05-07 11:00:00.162 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:08.452 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:08.453 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:08.746 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:08.746 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:09.428 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:09.428 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:09.746 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:09.746 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:10.429 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:10.429 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:10.607 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:10.607 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:11.319 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:11.319 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:11.599 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:11.599 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:12.322 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:12.322 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:12.552 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:12.552 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:13.323 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:13.323 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:13.402 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:13.402 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:14.314 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:14.314 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:14.404 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:14.405 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:15.196 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:15.196 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:15.434 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:15.434 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:16.117 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:16.117 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:16.435 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:16.435 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:17.117 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:17.117 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:17.435 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:17.435 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:18.020 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:18.020 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:18.436 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:18.436 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:19.020 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:19.020 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:19.338 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:19.339 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:20.045 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:20.046 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:20.373 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:20.374 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:21.049 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:21.049 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:21.209 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:21.209 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:22.002 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:22.002 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:22.225 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:22.226 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:22.955 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:22.955 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:23.128 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:23.128 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:23.955 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:23.955 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:24.078 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:24.078 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:24.841 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:24.841 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:24.924 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:24.924 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:25.693 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:25.693 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:25.931 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:25.931 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:26.694 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:26.694 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:26.884 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:26.885 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:27.695 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:27.695 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:27.787 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:27.787 [] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-1, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2025-05-07 11:00:28.695 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Node 1 disconnected.
2025-05-07 11:00:28.695 [] [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  NetworkClient - [Consumer clientId=consumer-rate-os-2, groupId=rate-os] Connection to node 1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
